name,age,gender,grade,course,attendance_pct,enrollment_date
Caleb Henderson,-1.0,F,A,Unknown,83.69,2023-06-16
Andrea Jackson,-1.0,Unknown,F,Unknown,32.39716158781074,1970-01-01
Eric Alexander,-1.0,Female,Unknown,SCIENCE,-10.0,1970-01-01
Jody Bishop,24.0,Male,A,History,83.41,2021-01-05
Rachel Brown,-1.0,Other,Unknown,History,32.39716158781074,1970-01-01
Frank Castillo,-1.0,Female,C,English,-10.0,2024-01-02
Betty Thornton,-1.0,femle,Unknown,Science,32.39716158781074,2024-10-26
Theresa Evans,-1.0,maale,F,Unknown,32.39716158781074,32-13-2020
Jesus Vazquez,-1.0,Unknown,C,SCIENCE,32.39716158781074,32-13-2020
Melissa Miller,-1.0,maale,C,Science,-10.0,32-13-2020
Kyle Fry,14.0,F,B,English,83.74,32-13-2020
April Leon,22.0,femle,Unknown,math,32.39716158781074,2025-04-11
Jeffery Mcintosh,-1.0,Unknown,F,History,-10.0,2023-03-05
Mr. Tommy Johnson,-1.0,Unknown,Unknown,Unknown,-10.0,1970-01-01
Tom Curtis,-1.0,M,A,English,55.72,1970-01-01
Hector Brooks,-1.0,maale,C,History,32.39716158781074,32-13-2020
Ashley Gilmore,12.0,Male,D,English,32.39716158781074,1970-01-01
Chad Quinn,-1.0,Unknown,A,Unknown,-10.0,32-13-2020
Christine Jackson,-1.0,M,D,SCIENCE,71.49,32-13-2020
Larry Taylor,-1.0,maale,D,English,32.39716158781074,1970-01-01
Wayne Cruz,10.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Tyler Norris,18.0,F,C,Unknown,32.39716158781074,1970-01-01
Heidi Todd,-1.0,M,C,Science,32.39716158781074,32-13-2020
Clarence Hernandez,-1.0,Unknown,C,English,32.39716158781074,2024-12-13
Alec Castillo,-1.0,Other,Unknown,English,32.39716158781074,1970-01-01
George Williams,-1.0,Female,D,English,32.39716158781074,2020-10-27
Richard Miller,-1.0,F,Unknown,Science,32.39716158781074,32-13-2020
Antonio Young,-1.0,maale,A,Unknown,-10.0,32-13-2020
Kevin Carter,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Helen Steele,-1.0,Female,B,English,73.1,1970-01-01
Mr. Keith Strickland MD,-1.0,femle,A,Unknown,32.39716158781074,2022-01-21
Jessica Boyd,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Lawrence Bell,-1.0,femle,C,Unknown,32.39716158781074,1970-01-01
Tina Bond,-1.0,maale,Unknown,English,54.62,32-13-2020
Willie Barton,-1.0,Other,Unknown,SCIENCE,32.39716158781074,32-13-2020
Alexis Davis,-1.0,Unknown,C,Unknown,91.87,32-13-2020
Amanda Soto,-1.0,F,C,Science,-10.0,32-13-2020
Matthew Palmer,-1.0,femle,B,Unknown,32.39716158781074,1970-01-01
Jerry Thompson,24.0,M,C,History,32.39716158781074,2023-01-09
Jeffrey Moran,-1.0,M,D,Math,78.62,32-13-2020
Rebekah Schwartz,-1.0,Female,F,SCIENCE,-10.0,32-13-2020
Robert Carter,25.0,femle,Unknown,Unknown,32.39716158781074,2025-04-29
Blake Krueger,-1.0,femle,Unknown,Unknown,32.39716158781074,32-13-2020
Angela Lucero,-1.0,Unknown,D,Unknown,32.39716158781074,32-13-2020
Alexander Harding,11.0,maale,B,Unknown,-10.0,32-13-2020
Dr. Donna Copeland,-1.0,Unknown,C,Unknown,32.39716158781074,32-13-2020
Peter Lee,-1.0,Female,C,English,70.96,32-13-2020
Michael Baldwin,-1.0,Other,B,English,32.39716158781074,2022-03-22
Eric Gates,-1.0,Male,C,Math,-10.0,1970-01-01
Colleen Benjamin,-1.0,Male,C,English,32.39716158781074,32-13-2020
Susan Roth,-1.0,femle,Unknown,SCIENCE,-10.0,2024-05-09
Pamela Torres,-1.0,femle,B,SCIENCE,32.39716158781074,32-13-2020
Tony Smith,-1.0,F,A,math,-10.0,2022-01-31
Kenneth Fitzgerald,-1.0,Unknown,Unknown,History,32.39716158781074,32-13-2020
Kevin Mitchell,-1.0,maale,F,Math,32.39716158781074,32-13-2020
Kimberly Harrison,-1.0,femle,D,History,32.39716158781074,2023-03-06
Chelsey Warren,-1.0,maale,A,Unknown,32.39716158781074,1970-01-01
Carla Hernandez,-1.0,Other,Unknown,SCIENCE,32.39716158781074,1970-01-01
William Kemp,-1.0,femle,Unknown,SCIENCE,-10.0,1970-01-01
Paul Cain,19.0,M,F,History,96.94,2024-04-06
Rodney Walker,-1.0,Unknown,A,Math,91.65,32-13-2020
Hannah Solis,-1.0,Unknown,A,Unknown,32.39716158781074,2022-09-18
Mrs. Rebecca Boyle MD,21.0,Unknown,Unknown,Unknown,-10.0,32-13-2020
Shannon Garrison,-1.0,Unknown,Unknown,math,-10.0,32-13-2020
Tyler Zamora,-1.0,Other,Unknown,Science,67.89,2023-05-29
Scott Petersen,-1.0,Male,D,Math,94.67,32-13-2020
Jeffrey Brown,-1.0,M,A,SCIENCE,74.17,1970-01-01
Miss Judy Woods,-1.0,Unknown,D,Science,32.39716158781074,32-13-2020
Leslie Matthews,19.0,Unknown,Unknown,math,53.02,2025-02-12
Daniel Santiago,-1.0,Unknown,D,Math,32.39716158781074,32-13-2020
Jeffery Lee,18.0,maale,B,Math,32.39716158781074,1970-01-01
Raymond Hernandez,18.0,M,B,math,87.74,1970-01-01
Ryan Jackson,-1.0,Other,Unknown,math,32.39716158781074,1970-01-01
Crystal Gregory,11.0,M,Unknown,Unknown,-10.0,2023-11-26
Natalie Mccormick,20.0,Female,F,Unknown,63.22,32-13-2020
Jennifer Grant,-1.0,Unknown,A,Unknown,32.39716158781074,2024-06-17
Stephanie Phillips,-1.0,maale,Unknown,History,32.39716158781074,2020-07-16
Jacob Cook,-1.0,Unknown,A,Unknown,58.81,2020-10-29
Katie Roberts,-1.0,femle,Unknown,English,85.68,1970-01-01
Crystal Dominguez,15.0,Unknown,D,Unknown,32.39716158781074,2022-03-03
Carly Stephens,18.0,maale,A,English,32.39716158781074,1970-01-01
Todd Parker,11.0,maale,A,math,32.39716158781074,32-13-2020
Brian Anderson,-1.0,maale,Unknown,English,32.39716158781074,32-13-2020
Anne Allen,13.0,Other,B,History,61.16,1970-01-01
Ricardo Schultz,12.0,F,D,Math,63.58,1970-01-01
Gregory Valenzuela,23.0,M,Unknown,History,32.39716158781074,1970-01-01
Vickie Mcclain,-1.0,Other,B,math,70.78,1970-01-01
Toni Tucker,-1.0,Male,D,English,32.39716158781074,32-13-2020
Joel Gomez,-1.0,femle,C,English,32.39716158781074,32-13-2020
Eric Grant,-1.0,Unknown,D,History,32.39716158781074,1970-01-01
Alexis Stein,-1.0,F,Unknown,Unknown,32.39716158781074,32-13-2020
Jeremy Morrison,-1.0,F,B,Math,68.36,1970-01-01
Emma Page,-1.0,Other,B,math,32.39716158781074,2023-06-02
Donald Harris,-1.0,Unknown,D,Unknown,-10.0,2024-06-01
Brittany Morales,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2022-05-11
Chris Valencia,-1.0,F,Unknown,English,70.96,1970-01-01
Patricia Velazquez,-1.0,Other,Unknown,History,32.39716158781074,2025-05-24
Cheryl Abbott,-1.0,Female,F,SCIENCE,32.39716158781074,32-13-2020
Grace Campbell,-1.0,Other,A,English,32.39716158781074,2025-01-24
William Lewis,20.0,Unknown,B,English,-10.0,1970-01-01
Gabriela Thompson,-1.0,M,F,math,58.58,32-13-2020
Tiffany Grant,-1.0,F,B,math,32.39716158781074,2025-03-10
Steven Coleman,24.0,M,B,Unknown,63.0,32-13-2020
Michael Johnson,-1.0,Unknown,C,Unknown,97.29,32-13-2020
Lisa Johnson,-1.0,Male,Unknown,Science,32.39716158781074,1970-01-01
Blake Rollins,-1.0,Other,D,Unknown,77.03,32-13-2020
Natalie Landry,-1.0,Unknown,B,English,32.39716158781074,2024-06-25
Bradley Massey,22.0,M,F,Math,-10.0,1970-01-01
Connie Shaffer,22.0,Other,F,English,32.39716158781074,2023-09-10
Michelle Torres,-1.0,Other,F,math,32.39716158781074,1970-01-01
Sarah Rivas,19.0,Female,C,History,32.39716158781074,32-13-2020
Justin Williams,18.0,Other,D,Math,32.39716158781074,2022-09-13
Lori Price,-1.0,M,C,Science,91.69,1970-01-01
Linda Robinson,-1.0,M,F,Math,32.39716158781074,2021-10-14
Keith Owen,-1.0,Other,Unknown,English,32.39716158781074,2022-08-20
Shannon Carter,-1.0,Unknown,Unknown,History,32.39716158781074,32-13-2020
Jonathan Farley,-1.0,F,D,Unknown,-10.0,2024-01-13
Timothy Allen,-1.0,M,A,Unknown,32.39716158781074,2021-11-08
Chad Reynolds,-1.0,Unknown,B,English,32.39716158781074,1970-01-01
Brian Reynolds,-1.0,M,F,History,54.86,1970-01-01
Andre Friedman,25.0,Other,D,Science,-10.0,32-13-2020
Zachary Roberts,-1.0,Female,A,Math,-10.0,32-13-2020
Shelly Brown,-1.0,maale,C,English,32.39716158781074,1970-01-01
Angela Johnson,-1.0,Unknown,B,Science,32.39716158781074,2025-03-21
Patrick Zavala,-1.0,maale,F,History,99.26,2023-09-30
Michael Bailey,-1.0,femle,Unknown,Science,88.17,1970-01-01
Colin Estrada,-1.0,F,Unknown,Unknown,32.39716158781074,1970-01-01
Kimberly Williams,-1.0,Female,A,Unknown,32.39716158781074,2021-01-05
Troy Banks,-1.0,Unknown,C,Math,32.39716158781074,1970-01-01
Michael Scott,25.0,Unknown,B,English,32.39716158781074,1970-01-01
Mr. Kurt Lucas,-1.0,Male,C,math,32.39716158781074,32-13-2020
Julia Stewart,-1.0,M,Unknown,English,32.39716158781074,32-13-2020
John Walters,-1.0,F,A,math,32.39716158781074,2021-11-07
Tanya Martinez,15.0,femle,B,English,62.45,1970-01-01
Brian Guerrero,-1.0,M,C,SCIENCE,-10.0,32-13-2020
Jessica Davis,-1.0,Female,F,Math,63.44,1970-01-01
Jesse Francis,24.0,Other,B,English,32.39716158781074,32-13-2020
Alexander Gilbert,-1.0,femle,B,math,59.43,2023-08-06
Jonathan Zhang,25.0,Unknown,Unknown,History,32.39716158781074,2025-02-19
Melissa Warner,-1.0,M,D,English,32.39716158781074,1970-01-01
Barbara Sanchez,-1.0,Male,C,math,32.39716158781074,2024-06-08
Lee Barton,-1.0,maale,Unknown,SCIENCE,-10.0,32-13-2020
Kathy Manning,-1.0,Female,D,Science,32.39716158781074,32-13-2020
James Welch,-1.0,Unknown,C,Unknown,32.39716158781074,32-13-2020
Stephanie Wilcox,-1.0,Unknown,A,History,55.62,2021-07-29
Caroline Morton,-1.0,Other,C,English,32.39716158781074,1970-01-01
Stacey Howard,-1.0,Other,F,Unknown,32.39716158781074,1970-01-01
Kristin Crawford,-1.0,Unknown,Unknown,History,32.39716158781074,1970-01-01
Karina Schroeder,-1.0,Male,Unknown,History,86.59,2020-09-20
Evan Davis,-1.0,Unknown,D,Science,97.82,32-13-2020
Chloe Rubio,-1.0,Other,F,English,32.39716158781074,32-13-2020
Sharon Jennings,17.0,Other,B,math,-10.0,1970-01-01
Robert Flores,-1.0,M,B,History,-10.0,32-13-2020
Courtney Ponce,-1.0,femle,D,History,-10.0,2024-09-04
Richard Lane,15.0,F,B,English,32.39716158781074,32-13-2020
Anthony Murphy,-1.0,M,Unknown,History,32.39716158781074,1970-01-01
John Murphy,-1.0,M,Unknown,math,-10.0,2020-09-01
Sara Odom,19.0,maale,C,History,-10.0,1970-01-01
Troy Rodriguez,15.0,M,C,SCIENCE,99.4,2023-04-27
Brandon Werner,-1.0,Other,C,History,64.58,32-13-2020
Tommy Marshall,-1.0,femle,D,SCIENCE,94.38,32-13-2020
Ellen Lee,-1.0,Other,D,English,58.12,2020-06-16
Jennifer Rivera,-1.0,Female,B,Math,32.39716158781074,2020-10-21
Todd Burgess,-1.0,M,C,SCIENCE,51.26,2024-01-08
Bruce Hester III,-1.0,Male,F,Math,65.2,1970-01-01
George Moore,20.0,M,A,math,32.39716158781074,1970-01-01
Diane Rojas,10.0,Unknown,F,SCIENCE,32.39716158781074,1970-01-01
Diane Robinson,-1.0,M,A,History,83.66,2025-04-16
Jonathan Pearson,-1.0,Male,C,History,32.39716158781074,2025-02-02
Tonya James,-1.0,Female,B,History,-10.0,32-13-2020
Jennifer Charles,-1.0,Male,D,Unknown,32.39716158781074,32-13-2020
Christina Barnes,-1.0,femle,D,Science,32.39716158781074,32-13-2020
Michael Thomas,15.0,maale,D,Unknown,32.39716158781074,32-13-2020
Andrew Young,-1.0,maale,F,English,-10.0,1970-01-01
William Holder,11.0,Female,A,English,32.39716158781074,32-13-2020
Jennifer Pollard,24.0,femle,C,SCIENCE,32.39716158781074,1970-01-01
April Archer,-1.0,Female,B,math,-10.0,32-13-2020
Alexander Pennington,-1.0,Male,C,Unknown,82.75,1970-01-01
Jeremy Smith,20.0,Female,B,History,32.39716158781074,32-13-2020
Dawn White,-1.0,Other,A,math,81.64,1970-01-01
Susan Banks,17.0,Male,A,History,32.39716158781074,32-13-2020
Todd Swanson,-1.0,Other,D,History,91.47,32-13-2020
Jenny Clements,22.0,Other,A,Unknown,32.39716158781074,1970-01-01
Mary Robinson,-1.0,maale,C,English,32.39716158781074,32-13-2020
Andres Davis,15.0,F,Unknown,Unknown,55.5,2024-12-18
Zachary Strong,-1.0,femle,Unknown,Unknown,32.39716158781074,2024-03-16
Maria Dixon,14.0,F,Unknown,History,94.12,32-13-2020
William Larson,-1.0,Male,C,History,32.39716158781074,32-13-2020
Kristin Ramos,19.0,F,F,Math,32.39716158781074,2023-08-09
Kimberly Davis,-1.0,M,C,Unknown,-10.0,32-13-2020
Rebecca Mcintyre,-1.0,Unknown,B,Unknown,56.69,32-13-2020
Derek Hatfield,20.0,F,F,Unknown,32.39716158781074,32-13-2020
Joshua Hooper,-1.0,M,D,Science,-10.0,32-13-2020
Theresa Johnson,-1.0,F,C,Math,-10.0,2021-12-19
Jamie Estrada,-1.0,femle,Unknown,math,32.39716158781074,1970-01-01
Laura Hoffman,-1.0,Male,D,History,32.39716158781074,1970-01-01
Erin Brooks,11.0,Male,F,English,-10.0,32-13-2020
Cynthia Sanford,-1.0,Female,Unknown,Unknown,32.39716158781074,1970-01-01
Donald Morales,-1.0,M,D,Unknown,32.39716158781074,2022-06-16
Jeffrey Stevens,15.0,Male,D,History,83.06,1970-01-01
Michele Foley,12.0,Male,Unknown,Unknown,32.39716158781074,1970-01-01
Stephanie Rose,-1.0,Unknown,A,English,54.87,1970-01-01
Stephanie Tate DDS,-1.0,F,F,English,32.39716158781074,32-13-2020
Elizabeth Ramirez,-1.0,F,Unknown,Unknown,32.39716158781074,32-13-2020
Briana Turner,-1.0,F,B,Math,-10.0,2020-12-26
Larry Smith,-1.0,maale,Unknown,Math,-10.0,2023-12-18
Kevin Alexander,-1.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Andrew Peterson,-1.0,Female,Unknown,Unknown,75.13,32-13-2020
Jennifer Parrish,11.0,Female,Unknown,Unknown,-10.0,2023-08-14
Jennifer Miller,-1.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Joe Dougherty,-1.0,Other,Unknown,History,32.39716158781074,2020-08-22
Deborah Collins,-1.0,Unknown,A,Unknown,-10.0,32-13-2020
Lisa Montoya,-1.0,M,Unknown,English,32.39716158781074,32-13-2020
Kelly Oliver,-1.0,Female,C,Math,32.39716158781074,2022-09-11
Shannon Mccoy,-1.0,Unknown,Unknown,math,32.39716158781074,1970-01-01
Christine Blair,-1.0,Male,F,math,32.39716158781074,32-13-2020
Charles Andersen,-1.0,Unknown,A,English,32.39716158781074,32-13-2020
Andrew King,14.0,femle,A,Unknown,77.28,2021-08-11
Michael Mcdonald,-1.0,femle,D,Math,32.39716158781074,2020-09-16
Toni Vega,-1.0,Unknown,A,SCIENCE,-10.0,1970-01-01
James Ramos,-1.0,Male,D,History,32.39716158781074,32-13-2020
Peter Kennedy,-1.0,Male,A,English,32.39716158781074,32-13-2020
Heidi Peterson,-1.0,Other,A,Math,52.47,32-13-2020
Justin Cantrell,-1.0,maale,B,Math,64.7,2020-10-23
Justin Murphy,-1.0,Female,Unknown,English,32.39716158781074,1970-01-01
Patrick Torres MD,-1.0,M,A,Math,65.36,32-13-2020
Lisa Hill,-1.0,Unknown,A,Unknown,32.39716158781074,32-13-2020
Jacob Stanley,-1.0,Male,Unknown,History,32.39716158781074,2023-10-07
Debra Ali,-1.0,Male,C,History,32.39716158781074,1970-01-01
Jimmy Holden,-1.0,femle,F,math,32.39716158781074,2024-02-24
Courtney Johnson,-1.0,Male,A,Unknown,32.39716158781074,2021-02-11
Samantha Lopez,-1.0,F,Unknown,Unknown,32.39716158781074,2023-10-21
Jeff Bowers,11.0,Female,Unknown,Unknown,-10.0,2023-12-19
Rebecca Escobar,-1.0,Other,A,Unknown,76.24,1970-01-01
Carmen Cameron,17.0,Other,Unknown,math,-10.0,1970-01-01
Bradley Sanders,18.0,F,B,Unknown,32.39716158781074,2023-11-03
John Hill,-1.0,Unknown,F,Math,32.39716158781074,1970-01-01
Patricia Johnson,-1.0,femle,D,Unknown,-10.0,32-13-2020
Matthew Taylor,-1.0,Male,B,Science,-10.0,1970-01-01
Katrina Reyes,-1.0,femle,B,Unknown,32.39716158781074,1970-01-01
Billy Armstrong,-1.0,Unknown,Unknown,Science,-10.0,1970-01-01
Vincent Adams,-1.0,Other,Unknown,English,32.39716158781074,1970-01-01
Lisa Mitchell,-1.0,femle,D,Math,70.65,2025-03-09
Robert Conway,-1.0,F,Unknown,Math,32.39716158781074,2020-12-29
Veronica Wilson,-1.0,Male,D,Unknown,64.86,1970-01-01
Drew Snyder,23.0,Unknown,D,Unknown,32.39716158781074,32-13-2020
Patricia Morris,-1.0,Unknown,C,math,-10.0,32-13-2020
Beth Ward,25.0,Female,F,SCIENCE,-10.0,32-13-2020
John Blevins,-1.0,Male,Unknown,Math,32.39716158781074,2021-02-08
David Harris,-1.0,Female,C,Unknown,32.39716158781074,1970-01-01
Scott Smith,-1.0,Other,F,SCIENCE,-10.0,32-13-2020
Billy Prince,-1.0,maale,C,SCIENCE,79.4,1970-01-01
Jon Schmitt,-1.0,Female,Unknown,English,32.39716158781074,32-13-2020
Jose Schmidt MD,-1.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Audrey Martinez,-1.0,femle,B,English,32.39716158781074,1970-01-01
Ronald Brown,13.0,Other,B,math,-10.0,2023-02-10
Steven Key,-1.0,F,D,SCIENCE,32.39716158781074,1970-01-01
John Williams,-1.0,F,Unknown,math,83.25,32-13-2020
Brian Cooper,-1.0,Unknown,D,Math,-10.0,32-13-2020
Amanda Smith MD,23.0,Unknown,B,Unknown,32.39716158781074,2024-09-12
Mr. Daniel Bray,-1.0,M,D,English,90.72,1970-01-01
Ryan Johnson,13.0,M,A,Math,-10.0,32-13-2020
Steven Bailey,14.0,M,Unknown,math,57.74,2025-02-26
Terry Stone,-1.0,Unknown,A,Unknown,-10.0,1970-01-01
Patrick Allen,-1.0,Other,C,Science,-10.0,2023-09-26
Sheena Gibson,-1.0,Unknown,Unknown,Math,32.39716158781074,1970-01-01
Kenneth Alexander,-1.0,Male,C,Unknown,32.39716158781074,2020-08-25
Isabel Kim,-1.0,F,C,Unknown,-10.0,32-13-2020
Carrie Thompson,-1.0,Unknown,F,SCIENCE,88.18,1970-01-01
Robert Velasquez,-1.0,maale,Unknown,SCIENCE,57.93,2021-10-31
Nicholas Johnson,-1.0,Female,A,Math,-10.0,2021-08-29
David Farrell,10.0,F,F,English,-10.0,1970-01-01
Jose Maynard,-1.0,F,F,History,32.39716158781074,32-13-2020
Emily Melton,-1.0,Unknown,Unknown,Unknown,59.41,1970-01-01
Brendan Thompson,13.0,M,Unknown,History,32.39716158781074,2024-02-18
Diana Jensen,-1.0,Unknown,C,Unknown,73.45,32-13-2020
Melissa Taylor,17.0,Unknown,Unknown,English,32.39716158781074,1970-01-01
Eric Skinner,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Emily Sanchez,11.0,F,D,English,71.8,32-13-2020
Rebecca Green,-1.0,Female,C,Unknown,32.39716158781074,2023-11-20
Janet Ewing,-1.0,Male,F,SCIENCE,32.39716158781074,32-13-2020
Timothy Cole,-1.0,M,Unknown,English,32.39716158781074,2024-01-03
Deborah Cardenas,-1.0,F,Unknown,math,-10.0,1970-01-01
James Dudley,-1.0,femle,F,Math,-10.0,1970-01-01
Timothy King,-1.0,femle,D,Math,-10.0,32-13-2020
Barry Miller,-1.0,Other,Unknown,math,-10.0,1970-01-01
Joshua Cervantes,-1.0,Other,Unknown,Science,32.39716158781074,1970-01-01
Brandi Davis,-1.0,maale,A,History,32.39716158781074,32-13-2020
Bruce Day,-1.0,Unknown,Unknown,Unknown,67.94,2021-08-26
Mr. Anthony Roberts,-1.0,F,D,Math,32.39716158781074,32-13-2020
Mark Perez,-1.0,Female,A,Unknown,32.39716158781074,1970-01-01
Todd Atkinson,-1.0,Unknown,C,Unknown,62.37,32-13-2020
Jessica Ramirez DVM,15.0,M,B,Unknown,32.39716158781074,1970-01-01
Brooke Black,25.0,Unknown,A,math,32.39716158781074,2021-11-14
Mary Guerra,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Stephanie Cruz,-1.0,M,A,English,72.76,2024-12-23
Cindy Williams,-1.0,femle,Unknown,History,32.39716158781074,2023-09-29
Dr. Daniel Baker,-1.0,Male,A,Math,-10.0,32-13-2020
Brenda Perez,-1.0,Other,C,math,50.22,2021-12-22
Diamond Pena,-1.0,M,B,Unknown,32.39716158781074,32-13-2020
Ronald Davis,18.0,Male,A,Math,-10.0,32-13-2020
Gregory Cruz,-1.0,Unknown,A,Science,32.39716158781074,1970-01-01
Justin Cabrera,11.0,femle,Unknown,Math,-10.0,2025-04-03
Dr. Holly Vaughan,25.0,Male,A,SCIENCE,32.39716158781074,2020-08-26
Kimberly Church,-1.0,Other,Unknown,Unknown,32.39716158781074,32-13-2020
Jeffrey Ellis,-1.0,Unknown,D,Science,-10.0,2024-01-27
Kristin Garcia,-1.0,Other,C,SCIENCE,32.39716158781074,2024-10-10
Kathryn Brooks,-1.0,M,A,SCIENCE,32.39716158781074,1970-01-01
James Mendoza,-1.0,F,C,History,32.39716158781074,32-13-2020
April Johnson,-1.0,Male,F,Science,-10.0,1970-01-01
Mr. Tyler Faulkner,-1.0,maale,Unknown,Unknown,91.2,2021-09-24
Robert Wilkins MD,-1.0,Unknown,B,English,-10.0,2022-08-18
Amber Washington,-1.0,M,A,Math,-10.0,32-13-2020
Kevin Romero,-1.0,Male,D,English,32.39716158781074,32-13-2020
Roberta Moore,-1.0,Male,C,Unknown,32.39716158781074,2024-11-17
Joyce Brady,-1.0,Female,F,History,99.31,1970-01-01
Vanessa Jimenez,-1.0,Other,F,SCIENCE,79.3,32-13-2020
Daniel Stanton,10.0,Female,C,Science,-10.0,32-13-2020
Michael Smith,-1.0,M,C,Math,63.62,2024-10-04
Sarah Walton,13.0,Male,A,Math,32.39716158781074,2021-10-28
Peggy Howell,-1.0,maale,F,Science,81.52,1970-01-01
James Ramirez,-1.0,M,B,History,32.39716158781074,32-13-2020
Cassandra Thomas,-1.0,femle,F,Math,74.83,1970-01-01
Tina Jones,-1.0,Unknown,Unknown,math,32.39716158781074,2023-03-29
Nathan Higgins,-1.0,Other,B,History,32.39716158781074,32-13-2020
John Boone,-1.0,femle,Unknown,SCIENCE,32.39716158781074,32-13-2020
Carlos Mclaughlin,-1.0,Female,B,Science,-10.0,32-13-2020
Joshua Burns,-1.0,Unknown,C,SCIENCE,57.02,2025-01-27
Daniel Cisneros,-1.0,F,B,SCIENCE,32.39716158781074,32-13-2020
Karen Vargas,17.0,Male,A,History,32.39716158781074,32-13-2020
Caleb Knox,-1.0,M,A,History,51.71,1970-01-01
Amber Bailey,13.0,M,B,English,50.09,1970-01-01
Seth Hopkins,-1.0,Male,C,Unknown,85.81,1970-01-01
Elizabeth Turner,-1.0,Unknown,Unknown,math,32.39716158781074,2025-01-29
Howard Craig,-1.0,F,B,Unknown,56.54,1970-01-01
Crystal Mitchell,-1.0,maale,D,Unknown,65.0,32-13-2020
Kathy Howard,20.0,M,D,Unknown,32.39716158781074,2022-05-16
Jessica Tucker,25.0,F,Unknown,Unknown,-10.0,1970-01-01
Robin Patterson,-1.0,femle,D,Unknown,32.39716158781074,1970-01-01
Theresa Howard,-1.0,M,Unknown,Unknown,66.26,32-13-2020
Jacob Davila,-1.0,M,C,Unknown,-10.0,1970-01-01
Jeremy Castaneda,-1.0,Female,D,Math,58.16,32-13-2020
Christian Shepard,14.0,F,B,Unknown,-10.0,32-13-2020
Lori Howell,-1.0,femle,F,math,32.39716158781074,2023-01-16
Cheryl Webb,-1.0,Female,C,Unknown,32.39716158781074,2020-10-22
Ashley Harrison,-1.0,F,D,math,32.39716158781074,32-13-2020
Alison Marsh,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Mitchell Holt,13.0,F,B,History,93.75,1970-01-01
Katherine Roberts,-1.0,maale,C,math,79.47,2024-11-07
Melissa Lara,-1.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Jennifer Maynard,13.0,F,A,Unknown,32.39716158781074,32-13-2020
Rebecca Freeman,20.0,Male,A,Unknown,71.71,32-13-2020
John Carrillo,-1.0,Other,C,History,96.72,2020-12-25
Alexander Rodriguez,19.0,F,D,math,32.39716158781074,2021-08-14
Christopher Ross,-1.0,Other,Unknown,SCIENCE,-10.0,1970-01-01
Lisa Conway,-1.0,Female,Unknown,Science,90.33,2024-01-23
Ronald Sullivan,-1.0,Female,D,Unknown,32.39716158781074,32-13-2020
Desiree Roman,-1.0,femle,Unknown,Math,-10.0,1970-01-01
Stephen Valenzuela,-1.0,Male,C,History,-10.0,1970-01-01
Michelle Johnston,-1.0,M,Unknown,Unknown,85.57,2020-12-25
Caitlin Ware,-1.0,Male,A,SCIENCE,89.86,32-13-2020
Eugene Arnold,18.0,Male,F,Unknown,32.39716158781074,32-13-2020
Kenneth Santiago,-1.0,Other,Unknown,Unknown,95.49,1970-01-01
Kevin Pruitt,16.0,M,B,Unknown,32.39716158781074,32-13-2020
Albert Morales,-1.0,Female,A,math,-10.0,1970-01-01
Angela Jones,-1.0,Unknown,Unknown,SCIENCE,-10.0,2021-11-30
James Hooper,-1.0,F,B,English,32.39716158781074,2023-10-13
Mindy Murray,-1.0,Female,D,math,74.82,1970-01-01
Anthony Mcdonald,-1.0,F,Unknown,SCIENCE,-10.0,32-13-2020
Leslie Perez,-1.0,maale,A,Math,32.39716158781074,1970-01-01
Maureen Walker,-1.0,Unknown,Unknown,math,32.39716158781074,1970-01-01
Mr. Don Livingston MD,-1.0,F,C,Unknown,32.39716158781074,1970-01-01
Jill Anderson,-1.0,femle,Unknown,English,32.39716158781074,1970-01-01
Robert Myers,-1.0,M,Unknown,Unknown,32.39716158781074,32-13-2020
Scott Rivera,15.0,Female,D,Science,66.36,2023-06-19
Nicholas Thomas,-1.0,Male,Unknown,English,32.39716158781074,1970-01-01
Carla Jones,-1.0,Unknown,A,Math,32.39716158781074,32-13-2020
William Valdez,-1.0,M,D,Science,32.39716158781074,2024-03-16
Susan Reyes,21.0,Male,F,Science,32.39716158781074,1970-01-01
Bryan Schneider,12.0,Male,C,Math,90.16,32-13-2020
Dave Thompson,-1.0,Male,Unknown,Science,32.39716158781074,2020-07-05
Adrian Flores,20.0,maale,F,English,32.39716158781074,2023-02-08
Mary Acevedo,-1.0,maale,A,Math,32.39716158781074,32-13-2020
Brian Young,-1.0,M,Unknown,Science,84.83,2024-05-23
Kathryn Kelly,-1.0,Female,A,SCIENCE,-10.0,32-13-2020
Joyce Dalton,-1.0,femle,D,Math,-10.0,32-13-2020
Briana Perry,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
